#
# Moneraty Data of eChile
#
# Published by iVicentico
# 
# date. wellness
#----------------
2009-10-02|38.85
2009-10-03|39.77
2009-10-04|41.62
2009-10-05|41.29
2009-10-06|41.28
2009-10-08|41.33
2009-10-09|41.33
2009-10-10|42.07
2009-10-11|42.38
2009-10-12|42.54
2009-10-13|41.87
2009-10-14|42.56
2009-10-15|42.13
2009-10-16|41.85
2009-10-17|41.56
2009-10-18|41.50
2009-10-19|40.78
2009-10-20|40.65
2009-10-21|40.19
2009-10-22|40.02
2009-10-23|39.56
2009-10-24|39.35
2009-10-25|39.05
2009-10-26|38.41
2009-10-27|38.51
2009-10-28|38.19
2009-10-29|37.89
2009-10-30|37.43
2009-10-31|37.11
2009-11-01|36.38
2009-11-02|35.65
2009-11-03|35.01
2009-11-04|34.64
2009-11-05|34.01
2009-11-06|33.33
2009-11-07|32.54
2009-11-08|32.03
2009-11-09|31.52
2009-11-10|31.50
2009-11-11|31.76
2009-11-12|31.52
2009-11-13|31.63
2009-11-14|31.27
2009-11-15|31.02
2009-11-16|31.11
2009-11-17|31.40
2009-11-18|31.86
2009-11-20|32.77
2009-11-21|31.85
2009-11-22|31.65
2009-11-23|31.77
2009-11-24|31.88
2009-11-25|31.61
2009-11-26|31.71
2009-11-27|31.73
2009-11-28|32.25
2009-11-29|32.86
2009-11-30|33.68
2009-12-01|34.23
2009-12-02|33.52
2009-12-03|36.40
2009-12-04|36.33
2009-12-05|35.62
2009-12-06|36.24
2009-12-07|36.50
2009-12-08|36.71
2009-12-09|37.39
2009-12-10|37.77
2009-12-11|39.33
2009-12-12|39.65
2009-12-13|39.84
2009-12-14|39.85
2009-12-15|39.22
2009-12-16|38.55
2009-12-17|38.66
2009-12-18|38.55
2009-12-19|38.25
2009-12-20|38.37
2009-12-21|39.32
2009-12-22|39.06
2009-12-23|40.17
2009-12-24|39.43
2009-12-25|39.48
2009-12-26|39.14
2009-12-27|38.41
2009-12-29|37.99
2009-12-30|37.78
2009-12-31|37.49
2010-01-01|37.74
2010-01-02|38.33
2010-01-03|37.63
2010-01-04|37.38
2010-01-05|37.38
2010-01-06|37.79
2010-01-07|37.61
2010-01-08|37.75
2010-01-09|38.14
2010-01-10|38.76
2010-01-11|39.07
2010-01-12|40.11
2010-01-13|40.46
2010-01-14|40.99
2010-01-15|41.56
2010-01-16|41.80
2010-01-17|42.06
2010-01-25|41.30
2010-01-26|40.46
2010-01-27|40.07
2010-01-28|39.17
2010-01-29|38.9
2010-01-30|39.68
2010-01-31|38.96
2010-02-01|37.67
2010-02-02|38.85
2010-02-03|39.32
2010-02-04|39.49
2010-02-05|39.77
2010-02-06|40.05
2010-02-07|40.29
2010-02-08|40.76
2010-02-09|40.90
2010-02-10|41.03
2010-02-11|41.41
2010-02-12|41.47
2010-02-13|42.23
2010-02-14|42.17
2010-02-15|42.41
2010-02-16|42.03
2010-02-17|42.94
2010-02-18|43.23
2010-02-19|42.78
2010-02-20|41.98
2010-02-21|41.12
2010-02-22|40.19
2010-02-23|42.78
2010-02-24|42.64
2010-02-25|42.33
2010-02-26|41.37
2010-02-28|40.78
2010-03-01|40.07
2010-03-02|39.46
2010-03-03|38.71
2010-03-04|37.65
2010-03-05|36.93
2010-03-06|36.47
2010-03-07|35.78
2010-03-08|35.38
2010-03-09|35.14
2010-03-10|34.99
2010-03-11|34.8
2010-03-12|34.7
2010-03-13|34.55
2010-03-14|34.2
2010-03-15|34.33
2010-03-16|33.85
2010-03-17|34.05
2010-03-18|35.2
2010-03-19|36
2010-03-20|37.42
2010-03-21|39.39
2010-03-22|39.74
2010-03-23|40.56
2010-03-24|40.45
2010-03-25|41.28
2010-03-26|41.18
2010-03-27|42.12
2010-03-28|43.04
2010-03-29|43.19
2010-03-30|43.45
2010-03-31|43.76
2010-04-01|43.76
2010-04-02|45.11
2010-04-03|45.47
2010-04-04|45.8
2010-04-05|45.87
2010-04-06|46.07
2010-04-07|46.91
2010-04-08|46.49
2010-04-09|47.59
2010-04-10|47.07
2010-04-11|47.66
2010-04-12|47.35
2010-04-13|47.74
2010-04-14|48.46
2010-04-15|48.24
2010-04-16|48.52
2010-04-17|48.71
2010-04-18|48.32
2010-04-19|47.78
2010-04-20|46.85
2010-04-21|46.43
2010-04-22|45.98
2010-04-23|45.97
2010-04-24|46.04
2010-04-25|46.09
2010-04-26|44.58
2010-04-27|43.92
2010-04-28|43.7
2010-04-29|43.21
2010-04-30|42.68
2010-05-01|43.12
2010-05-02|42.71
2010-05-03|42.39
2010-05-04|41.75
2010-05-05|41.84
2010-05-06|41.94
2010-05-07|41.9
2010-05-08|41.8
2010-05-09|41.71
2010-05-10|41.31
2010-05-11|41.5
2010-05-12|41.4
2010-05-13|42.17
2010-05-14|42.53
2010-05-15|43.15
2010-05-16|43.91
2010-05-17|44.18
2010-05-18|45.59
2010-05-19|46.14
2010-05-20|46.30
2010-05-21|46.63
2010-05-22|46.93
2010-05-23|46.84
2010-05-24|46.57
2010-05-25|46.56
2010-05-26|46.75
2010-05-27|46.61
2010-05-28|46.74
2010-05-29|46.79
2010-05-30|47.56
2010-05-31|47.61
